City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
307,San Quintin,MX,2020-05-29 04:21:58,30.48,-115.95,64.71,84,1,10.0
308,Nesebar,BG,2020-05-29 04:21:58,42.78,27.73,55.4,82,19,8.05
309,Ancud,CL,2020-05-29 04:21:58,-41.87,-73.82,41.0,100,54,6.93
310,Atambua,ID,2020-05-29 04:21:58,-9.11,124.89,83.82,65,100,1.74
311,Karaton,ID,2020-05-29 04:21:58,-6.34,106.1,89.6,66,20,5.82
312,Vaitape,PF,2020-05-29 04:21:59,-16.52,-151.75,82.36,79,0,16.69
313,Murray Bridge,AU,2020-05-29 04:20:23,-35.12,139.27,64.0,57,0,1.01
314,Esperance,AU,2020-05-29 04:21:59,-33.87,121.9,68.0,45,0,26.4
315,Galveston,US,2020-05-29 04:21:59,29.37,-94.97,77.0,88,1,10.29
316,Pontianak,ID,2020-05-29 04:21:59,-0.03,109.33,92.57,54,9,1.92
317,Matara,LK,2020-05-29 04:21:59,5.95,80.54,80.62,85,100,8.68
318,Santa Maria,BR,2020-05-29 04:21:59,-29.68,-53.81,53.6,100,0,2.24
319,Port Hawkesbury,CA,2020-05-29 04:21:59,45.62,-61.35,66.99,82,1,10.29
320,Bambanglipuro,ID,2020-05-29 04:21:59,-7.95,110.28,84.63,71,40,7.99
321,Chiredzi,ZW,2020-05-29 04:22:00,-21.05,31.67,52.21,94,0,5.21
322,Mocuba,MZ,2020-05-29 04:22:00,-16.84,36.99,68.22,97,91,2.77
323,Jalu,LY,2020-05-29 04:22:00,29.03,21.55,60.48,65,0,9.04
324,Merauke,ID,2020-05-29 04:22:00,-8.47,140.33,82.44,77,100,16.55
325,Sao Joao Da Barra,BR,2020-05-29 04:22:00,-21.64,-41.05,63.7,91,1,8.14
326,Moctezuma,MX,2020-05-29 04:22:00,29.8,-109.67,85.87,20,0,7.34
327,Sur,OM,2020-05-29 04:22:00,22.57,59.53,90.14,54,0,8.79
328,Coihaique,CL,2020-05-29 04:22:00,-45.58,-72.07,33.8,84,90,4.7
329,Boende,CD,2020-05-29 04:22:00,-0.22,20.87,72.07,97,35,0.69
330,Grand-Lahou,CI,2020-05-29 04:22:01,5.14,-5.02,78.69,90,100,8.57
331,Boden,SE,2020-05-29 04:22:01,65.83,21.69,46.4,65,81,4.7
332,Cascais,PT,2020-05-29 04:22:01,38.7,-9.42,73.99,46,4,3.0
333,Banamba,ML,2020-05-29 04:17:05,13.55,-7.45,89.62,32,98,5.97
334,Tadine,NC,2020-05-29 04:22:01,-21.55,167.88,76.14,75,24,8.37
335,Jijiga,ET,2020-05-29 04:21:05,9.35,42.8,65.1,81,27,8.84
336,Muros,ES,2020-05-29 04:22:01,42.78,-9.06,63.0,87,61,4.52
337,Kirillov,RU,2020-05-29 04:22:01,59.86,38.38,56.64,74,63,2.21
338,Abha,SA,2020-05-29 04:22:01,18.22,42.51,68.0,45,0,4.85
339,Aswan,EG,2020-05-29 04:22:02,24.09,32.91,75.2,25,0,12.75
340,San Vito Al Tagliamento,IT,2020-05-29 04:22:02,45.91,12.85,53.01,81,20,4.7
341,Adrar,MR,2020-05-29 04:21:12,20.5,-10.07,81.99,19,6,1.68
342,Balkanabat,TM,2020-05-29 04:22:02,39.51,54.37,91.11,20,19,6.46
343,Martapura,ID,2020-05-29 04:20:46,-3.42,114.85,82.13,73,99,3.18
344,Isangel,VU,2020-05-29 04:22:02,-19.55,169.27,80.6,69,40,9.17
345,Aripuana,BR,2020-05-29 04:22:02,-9.17,-60.63,72.5,92,98,1.45
346,Mogadishu,SO,2020-05-29 04:22:02,2.04,45.34,80.6,69,79,12.75
347,Glendive,US,2020-05-29 04:22:02,47.11,-104.71,55.4,54,1,5.82
348,Esqueda,MX,2020-05-29 04:22:03,30.72,-109.58,81.32,16,0,5.46
349,Omsukchan,RU,2020-05-29 04:22:03,62.53,155.8,41.47,65,0,7.83
350,Smithers,CA,2020-05-29 04:22:03,54.78,-127.17,51.8,93,90,2.24
351,Zilina,SK,2020-05-29 04:22:03,49.17,19.17,44.01,10,100,3.4
352,Santiago,CL,2020-05-29 04:21:55,-33.46,-70.65,48.2,87,100,2.24
353,Cartagena,CO,2020-05-29 04:21:11,10.4,-75.51,79.16,84,100,4.54
354,Likasi,CD,2020-05-29 04:22:03,-10.98,26.73,56.84,69,7,4.03
355,Petropavlovsk-Kamchatskiy,RU,2020-05-29 04:22:03,53.05,158.65,51.8,53,92,17.9
356,Duverge,DO,2020-05-29 04:22:04,18.38,-71.52,76.8,71,100,0.81
357,Manggar,ID,2020-05-29 04:22:04,-2.88,108.27,86.68,70,29,10.71
358,Cizre,TR,2020-05-29 04:22:04,37.33,42.19,78.46,33,0,2.35
359,Halkirk,CA,2020-05-29 04:22:04,52.28,-112.15,59.0,49,100,5.01
360,Pacific Grove,US,2020-05-29 04:22:04,36.62,-121.92,57.0,92,54,1.99
361,Villafranca Di Verona,IT,2020-05-29 04:22:04,45.35,10.84,59.0,72,89,6.93
362,Shenjiamen,CN,2020-05-29 04:22:04,29.96,122.3,70.66,82,100,6.58
363,Wajima,JP,2020-05-29 04:22:05,37.4,136.9,68.0,64,20,8.05
364,Quatre Cocos,MU,2020-05-29 04:22:05,-20.21,57.76,77.0,73,40,12.75
365,Yangambi,CD,2020-05-29 04:22:05,0.81,24.43,71.1,98,8,1.68
366,Grindavik,IS,2020-05-29 04:22:05,63.84,-22.43,48.2,93,75,32.21
367,Vanavara,RU,2020-05-29 04:22:07,60.34,102.28,53.46,40,23,5.3
368,Havre-Saint-Pierre,CA,2020-05-29 04:22:07,50.23,-63.6,59.0,93,75,3.36
369,Kirakira,SB,2020-05-29 04:22:07,-10.45,161.92,84.87,75,20,9.46
370,Palana,RU,2020-05-29 04:20:33,59.12,159.97,38.5,75,7,13.09
371,Kruisfontein,ZA,2020-05-29 04:20:08,-34.0,24.73,57.9,94,100,16.96
372,Jiexiu,CN,2020-05-29 04:22:07,37.02,111.91,83.5,22,23,8.59
373,Filadelfia,US,2020-05-29 04:19:35,39.95,-75.16,73.0,88,90,6.93
374,Tolaga Bay,NZ,2020-05-29 04:22:08,-38.37,178.3,56.08,67,99,2.39
375,Tahta,EG,2020-05-29 04:22:08,26.77,31.5,73.4,35,0,8.05
376,Flinders,AU,2020-05-29 04:22:08,-34.58,150.86,66.99,70,48,4.0
377,Kamenka,RU,2020-05-29 04:21:32,51.32,42.77,64.99,65,1,7.0
378,Richards Bay,ZA,2020-05-29 04:22:08,-28.78,32.04,56.14,39,0,4.38
379,Edd,ER,2020-05-29 04:22:08,13.93,41.69,89.8,48,90,5.03
380,Constitucion,CL,2020-05-29 04:22:08,-35.33,-72.42,53.71,77,99,4.94
381,Beidao,CN,2020-05-29 04:22:09,34.57,105.89,77.14,37,13,9.01
382,Khatassy,RU,2020-05-29 04:22:09,61.9,129.64,41.0,48,75,15.66
383,Yaan,NG,2020-05-29 04:22:09,7.38,8.57,75.52,95,100,4.99
384,Warri,NG,2020-05-29 04:22:09,5.52,5.75,76.78,94,100,3.18
385,Kristiansund,NO,2020-05-29 04:22:09,63.11,7.73,46.4,75,75,5.82
386,Krasnyy Chikoy,RU,2020-05-29 04:22:09,50.36,108.75,51.6,46,100,7.09
387,Genhe,CN,2020-05-29 04:22:09,50.78,121.52,78.19,30,97,10.31
388,Fukue,JP,2020-05-29 04:22:09,32.69,128.84,77.0,53,75,5.82
389,San Cristobal,VE,2020-05-29 04:22:09,7.77,-72.22,66.72,93,100,2.95
390,Nanortalik,GL,2020-05-29 04:20:01,60.14,-45.24,36.09,84,94,11.07
391,Eidsvag,NO,2020-05-29 04:22:10,62.78,8.07,46.4,75,75,5.82
392,Bratsk,RU,2020-05-29 04:22:10,56.13,101.61,48.2,70,75,6.71
393,Kyzyl-Suu,KG,2020-05-29 04:22:10,42.34,78.0,67.35,39,0,5.19
394,Ixtapa,MX,2020-05-29 04:22:10,20.7,-105.2,69.91,84,40,1.77
395,Mlowo,TZ,2020-05-29 04:22:10,-9.0,32.98,55.13,95,49,2.71
396,Wuda,CN,2020-05-29 04:22:10,39.5,106.71,81.86,16,0,12.95
397,Athni,IN,2020-05-29 04:22:10,16.73,75.07,86.7,45,0,7.07
398,Qaqortoq,GL,2020-05-29 04:22:11,60.72,-46.03,41.0,85,75,8.05
399,Loiza,PR,2020-05-29 04:22:11,18.43,-65.88,78.8,78,1,3.36
400,San Isidro,PE,2020-05-29 04:22:11,-12.12,-77.05,66.2,82,90,11.41
401,Lavrentiya,RU,2020-05-29 04:22:11,65.58,-171.0,34.54,89,96,8.28
402,Missoula,US,2020-05-29 04:22:11,47.02,-113.8,69.8,56,1,2.04
403,Beyneu,KZ,2020-05-29 04:22:11,45.32,55.2,88.16,19,54,7.4
404,Knysna,ZA,2020-05-29 04:22:11,-34.04,23.05,59.0,100,90,11.41
405,Vikulovo,RU,2020-05-29 04:22:11,56.82,70.61,62.76,60,13,10.47
406,Sagay,PH,2020-05-29 04:22:12,10.94,123.42,87.17,66,89,6.02
407,Jumla,NP,2020-05-29 04:22:12,29.27,82.18,64.94,41,99,4.94
408,Vila Franca Do Campo,PT,2020-05-29 04:22:12,37.72,-25.43,55.4,71,20,6.93
409,Lar,IN,2020-05-29 04:22:12,26.2,83.97,91.96,48,5,11.14
410,Punta Cardon,VE,2020-05-29 04:22:12,11.66,-70.22,79.48,83,99,10.49
411,Clarence Town,AU,2020-05-29 04:22:12,-32.58,151.78,66.0,82,75,12.75
412,Port Moresby,PG,2020-05-29 04:17:28,-9.44,147.18,87.8,74,40,11.41
413,Hofn,IS,2020-05-29 04:22:12,64.25,-15.21,48.78,94,93,7.72
414,Ardatov,RU,2020-05-29 04:19:05,55.24,43.1,58.53,78,84,9.46
415,Anloga,GH,2020-05-29 04:22:13,5.79,0.9,75.2,94,75,4.7
416,Salinas,US,2020-05-29 04:17:48,36.68,-121.66,59.0,82,90,12.75
417,Cockburn Town,TC,2020-05-29 04:22:13,21.46,-71.14,80.73,79,14,18.41
418,Belyy Yar,RU,2020-05-29 04:22:13,53.6,91.39,55.4,50,40,4.47
419,Viedma,AR,2020-05-29 04:22:13,-40.81,-63.0,51.37,73,100,9.89
420,Fort Morgan,US,2020-05-29 04:18:32,40.25,-103.8,62.6,59,75,10.29
421,Guadalupe Y Calvo,MX,2020-05-29 04:22:13,26.1,-106.97,54.82,87,74,5.19
422,Klaksvik,FO,2020-05-29 04:19:49,62.23,-6.59,50.0,100,100,9.17
423,Camopi,GF,2020-05-29 04:22:13,3.17,-52.32,72.9,97,100,1.68
424,Anjad,IN,2020-05-29 04:22:14,22.03,75.05,95.13,37,2,13.0
425,Anse-Bertrand,GP,2020-05-29 04:22:14,16.47,-61.51,77.0,83,40,4.7
426,Hollister,US,2020-05-29 04:20:31,36.85,-121.4,61.0,82,1,10.29
427,Porto Murtinho,BR,2020-05-29 04:22:14,-21.7,-57.88,59.77,70,0,3.4
428,Bethany,US,2020-05-29 04:22:14,45.56,-122.87,79.0,49,1,9.17
429,Clovis,US,2020-05-29 04:20:48,36.83,-119.7,95.0,24,1,13.87
430,Kharitonovo,RU,2020-05-29 04:22:15,61.4,47.5,58.59,62,55,5.28
431,Fort Nelson,CA,2020-05-29 04:22:15,58.81,-122.7,59.0,54,75,3.36
432,Dekar,BW,2020-05-29 04:22:15,-21.53,21.93,45.77,42,0,3.8
433,Lubao,PH,2020-05-29 04:22:15,14.92,120.55,91.4,59,75,11.41
434,Brae,GB,2020-05-29 04:22:15,60.4,-1.35,50.0,87,98,6.93
435,Kostomuksha,RU,2020-05-29 04:22:15,64.57,30.58,47.28,55,8,4.29
436,Traverse City,US,2020-05-29 04:18:38,44.76,-85.62,64.4,88,90,5.82
437,Toora-Khem,RU,2020-05-29 04:22:15,52.47,96.11,51.44,45,81,8.52
438,Ilhabela,BR,2020-05-29 04:22:16,-23.78,-45.36,61.81,81,3,3.58
439,Ginir,ET,2020-05-29 04:22:16,7.13,40.7,60.31,84,36,3.27
440,Eichstatt,DE,2020-05-29 04:22:16,48.88,11.18,46.4,87,75,1.12
441,Mont-Dore,NC,2020-05-29 04:22:16,-22.28,166.58,79.0,99,1,2.91
442,Jesup,US,2020-05-29 04:22:16,31.61,-81.89,78.8,83,1,2.93
443,Khovu-Aksy,RU,2020-05-29 04:22:16,51.13,93.6,48.25,50,68,6.2
444,Touros,BR,2020-05-29 04:22:16,-5.2,-35.46,77.0,100,40,4.7
445,Xichang,CN,2020-05-29 04:22:16,27.9,102.26,70.59,51,26,2.73
446,Jalingo,NG,2020-05-29 04:22:16,8.88,11.37,79.02,80,98,5.37
447,Raudeberg,NO,2020-05-29 04:22:17,61.99,5.14,45.0,87,2,5.88
448,Kununurra,AU,2020-05-29 04:22:17,-15.77,128.73,89.6,14,100,8.05
449,Malmesbury,ZA,2020-05-29 04:19:03,-33.46,18.73,62.01,93,75,6.93
450,Marshalltown,US,2020-05-29 04:22:17,42.05,-92.91,60.8,72,1,10.29
451,Makakilo City,US,2020-05-29 04:22:17,21.35,-158.09,84.0,57,20,4.7
452,Manjacaze,MZ,2020-05-29 04:22:17,-24.71,33.88,54.75,73,0,6.69
453,Alberton,CA,2020-05-29 04:22:17,46.82,-64.07,59.0,49,69,41.0
454,Chiang Khong,TH,2020-05-29 04:22:17,20.26,100.4,86.0,62,40,3.36
455,Pangnirtung,CA,2020-05-29 04:22:18,66.15,-65.71,15.53,91,34,2.42
456,Arkhonskaya,RU,2020-05-29 04:22:18,43.11,44.51,66.2,93,100,4.47
457,Kousseri,CM,2020-05-29 04:22:18,12.08,15.03,84.2,39,57,3.36
458,Lasa,IT,2020-05-29 04:20:28,46.62,10.7,41.0,80,20,5.82
459,Hualmay,PE,2020-05-29 04:22:18,-11.1,-77.61,65.59,85,1,6.6
460,Vila Velha,BR,2020-05-29 04:22:18,-20.33,-40.29,66.0,93,18,9.22
461,Ampanihy,MG,2020-05-29 04:22:18,-24.7,44.75,61.88,98,24,2.68
462,Vestmannaeyjar,IS,2020-05-29 04:22:18,63.44,-20.27,48.79,93,96,32.48
463,Haimen,CN,2020-05-29 04:22:19,23.19,116.61,78.8,88,90,6.71
464,Ucluelet,CA,2020-05-29 04:22:19,48.93,-125.55,62.01,73,100,3.0
465,Baoning,CN,2020-05-29 04:22:19,25.34,110.03,84.2,70,96,6.71
466,Evensk,RU,2020-05-29 04:22:19,61.95,159.23,47.28,53,85,7.67
467,Tilichiki,RU,2020-05-29 04:22:19,60.47,166.1,36.86,95,100,7.36
468,Karlstad,SE,2020-05-29 04:22:19,59.38,13.5,46.4,81,47,6.93
469,Saint-Pierre,RE,2020-05-29 04:20:25,-21.34,55.48,73.4,64,0,4.7
470,Shimoda,JP,2020-05-29 04:22:19,34.67,138.95,71.6,68,20,5.82
471,Fort Abbas,PK,2020-05-29 04:22:20,29.19,72.85,95.18,33,1,18.63
472,Nome,US,2020-05-29 04:22:20,64.5,-165.41,51.01,75,1,6.93
473,Culebra,PR,2020-05-29 04:22:20,18.3,-65.3,82.4,78,40,6.93
474,Nelson Bay,AU,2020-05-29 04:22:20,-32.72,152.15,62.6,82,75,12.75
475,Chardara,KZ,2020-05-29 04:22:20,41.25,67.97,76.71,26,0,12.88
476,Pingliang,CN,2020-05-29 04:22:20,35.54,106.69,77.67,24,1,10.18
477,Japura,ID,2020-05-29 04:22:20,-0.32,102.35,90.55,58,38,4.05
478,Cayenne,GF,2020-05-29 04:17:53,4.93,-52.33,75.2,100,75,2.24
479,Ciudad Bolivar,VE,2020-05-29 04:22:21,8.12,-63.55,81.77,63,100,11.59
480,Seoul,KR,2020-05-29 04:19:54,37.57,126.98,78.8,47,0,4.7
481,Oriximina,BR,2020-05-29 04:22:21,-1.77,-55.87,75.25,93,97,0.4
482,Petropavl,KZ,2020-05-29 04:22:12,54.88,69.16,69.8,64,79,6.71
483,Chaman,PK,2020-05-29 04:22:21,30.92,66.45,85.86,14,18,5.12
484,Leirvik,NO,2020-05-29 04:22:21,59.78,5.5,46.0,80,25,2.95
485,Flin Flon,CA,2020-05-29 04:18:20,54.77,-101.86,36.54,93,99,5.39
486,Comodoro Rivadavia,AR,2020-05-29 04:18:34,-45.87,-67.5,46.4,81,40,8.05
487,Uthal,PK,2020-05-29 04:22:22,25.81,66.62,90.1,48,0,3.44
488,Thai Binh,VN,2020-05-29 04:22:22,20.45,106.33,87.8,74,75,10.29
489,Rudsar,IR,2020-05-29 04:22:22,37.14,50.29,71.6,73,42,4.7
490,San Sebastian,ES,2020-05-29 04:22:22,43.31,-1.98,61.0,87,0,2.24
491,The Valley,AI,2020-05-29 04:22:22,18.22,-63.06,82.4,78,20,8.05
492,Necochea,AR,2020-05-29 04:22:22,-38.55,-58.74,55.0,83,4,4.0
493,Amla,IN,2020-05-29 04:22:22,21.93,78.12,92.3,34,0,14.52
494,Easton,US,2020-05-29 04:21:11,40.69,-75.22,73.4,83,90,9.17
495,Ndola,ZM,2020-05-29 04:22:23,-12.96,28.64,55.38,97,9,4.14
496,Kotelnikovo,RU,2020-05-29 04:22:23,47.63,43.15,69.24,64,26,16.08
497,Pouebo,NC,2020-05-29 04:22:23,-20.4,164.57,77.68,72,15,6.35
498,Belyye Berega,RU,2020-05-29 04:22:23,53.21,34.66,53.6,87,75,6.71
499,Kurgan,RU,2020-05-29 04:19:08,55.45,65.33,63.46,55,23,10.98
500,Ranghulu,CN,2020-05-29 04:22:23,46.65,124.87,81.32,23,0,19.13
501,Puerto Baquerizo Moreno,EC,2020-05-29 04:22:23,-0.9,-89.6,73.17,90,100,10.74
502,Benicarlo,ES,2020-05-29 04:22:24,40.42,0.43,53.01,84,0,1.01
503,Najran,SA,2020-05-29 04:22:15,17.49,44.13,77.0,27,0,2.24
504,Terrace,CA,2020-05-29 04:21:20,54.52,-128.6,55.4,93,90,10.29
505,Maumere,ID,2020-05-29 04:22:24,-8.62,122.21,84.6,68,100,1.07
506,Mahibadhoo,MV,2020-05-29 04:22:24,3.78,72.97,84.13,76,99,18.66
507,Benton Harbor,US,2020-05-29 04:22:24,42.12,-86.45,63.0,93,90,8.75
508,Preobrazheniye,RU,2020-05-29 04:22:24,42.9,133.91,69.55,44,0,9.06
509,Sesimbra,PT,2020-05-29 04:22:24,38.44,-9.1,73.99,88,0,1.12
510,Knittelfeld,AT,2020-05-29 04:22:25,47.22,14.82,41.0,86,7,2.24
511,Bathsheba,BB,2020-05-29 04:22:25,13.22,-59.52,80.6,78,20,19.46
512,Kaitangata,NZ,2020-05-29 04:19:58,-46.28,169.85,57.0,63,99,5.5
513,Shaunavon,CA,2020-05-29 04:20:57,49.65,-108.42,53.91,49,19,7.23
514,Egvekinot,RU,2020-05-29 04:22:25,66.32,-179.17,30.79,100,100,6.33
515,Maunabo,PR,2020-05-29 04:22:25,18.01,-65.9,77.0,85,70,6.76
516,Sioux Lookout,CA,2020-05-29 04:21:30,50.1,-91.92,50.0,93,90,6.93
517,Tangjiazhuang,CN,2020-05-29 04:22:25,39.73,118.45,82.0,13,76,8.05
518,Taltal,CL,2020-05-29 04:22:26,-25.4,-70.48,56.88,81,95,4.07
519,Ulaanbaatar,MN,2020-05-29 04:22:26,47.91,106.88,37.4,84,75,8.95
520,Baker,US,2020-05-29 04:22:26,30.59,-91.17,72.0,88,1,1.9
521,Guilin,CN,2020-05-29 04:22:26,25.28,110.29,84.2,70,94,6.71
522,Wawa,NG,2020-05-29 04:22:26,9.9,4.42,79.7,65,82,3.53
523,Teknaf,BD,2020-05-29 04:22:26,20.86,92.31,89.78,61,70,4.43
524,Coari,BR,2020-05-29 04:22:26,-4.08,-63.14,73.58,96,100,1.07
525,Kinsale,IE,2020-05-29 04:20:21,51.71,-8.53,55.0,81,100,12.75
526,Prince Rupert,CA,2020-05-29 04:22:26,54.32,-130.32,51.8,87,90,3.36
527,Ustka,PL,2020-05-29 04:22:27,54.58,16.86,50.13,72,66,4.9
528,Burns Lake,CA,2020-05-29 04:22:27,54.23,-125.75,55.99,66,100,2.68
529,Shenkursk,RU,2020-05-29 04:22:27,62.11,42.9,51.24,82,69,4.38
530,Campechuela,CU,2020-05-29 04:22:27,20.23,-77.28,77.13,88,95,11.25
531,Batak,BG,2020-05-29 04:22:27,41.95,24.22,55.4,71,20,11.41
532,Edendale,ZA,2020-05-29 04:22:27,-29.65,30.31,64.99,89,19,5.44
533,Iranshahr,IR,2020-05-29 04:22:27,27.2,60.68,91.4,15,0,4.7
534,Kenai,US,2020-05-29 04:22:27,60.55,-151.26,71.6,21,20,19.46
535,Moussoro,TD,2020-05-29 04:22:28,13.64,16.49,85.1,14,44,9.53
536,Riyadh,SA,2020-05-29 04:21:55,24.69,46.72,87.8,27,0,2.64
537,Lac Du Bonnet,CA,2020-05-29 04:22:28,50.25,-96.06,46.0,81,97,5.99
538,Maniwaki,CA,2020-05-29 04:22:28,46.38,-75.97,68.11,97,100,7.16
539,Ruteng,ID,2020-05-29 04:22:28,-8.61,120.47,74.48,84,96,1.12
540,Kuytun,RU,2020-05-29 04:22:28,54.34,101.5,52.79,44,62,7.25
541,Harper,LR,2020-05-29 04:20:52,4.38,-7.72,78.64,88,100,3.62
542,Dawlatabad,AF,2020-05-29 04:22:28,36.41,64.91,90.88,16,0,5.17
543,Iwanai,JP,2020-05-29 04:22:29,42.97,140.51,64.87,47,0,7.29
544,Abu Samrah,SY,2020-05-29 04:22:29,35.3,37.18,61.88,69,0,17.18
545,Khuzhir,RU,2020-05-29 04:22:29,53.19,107.34,46.15,57,40,2.86
546,Urubicha,BO,2020-05-29 04:22:03,-15.38,-62.95,62.46,73,100,1.23
547,Erenhot,CN,2020-05-29 04:22:29,43.65,111.98,84.25,14,55,24.07
548,Shetpe,KZ,2020-05-29 04:22:29,44.17,52.12,85.73,17,17,15.12
549,Samarai,PG,2020-05-29 04:22:29,-10.62,150.67,81.84,82,47,11.97
550,Luderitz,NA,2020-05-29 04:22:29,-26.65,15.16,51.8,34,0,2.24
551,Witu,KE,2020-05-29 04:22:29,-2.39,40.44,76.12,86,13,8.19
552,Belonia,IN,2020-05-29 04:22:30,23.25,91.45,91.0,55,11,5.01
553,Wielun,PL,2020-05-29 04:22:30,51.22,18.57,48.0,81,70,5.01
554,Ust-Ishim,RU,2020-05-29 04:22:30,57.69,71.17,62.56,57,48,10.45
555,Dinguiraye,GN,2020-05-29 04:22:30,11.3,-10.72,78.53,65,87,1.57
556,Mayo,US,2020-05-29 04:22:30,38.89,-76.51,73.0,94,90,10.29
557,Stephenville,US,2020-05-29 04:22:30,32.22,-98.2,73.4,64,1,4.7
558,Teya,RU,2020-05-29 04:21:05,60.38,92.63,60.15,32,0,4.41
559,Rumford,US,2020-05-29 04:22:31,44.55,-70.55,71.01,82,15,1.99
560,Adre,TD,2020-05-29 04:22:31,13.47,22.2,75.36,19,70,13.85
561,Bolgatanga,GH,2020-05-29 04:22:31,10.79,-0.85,84.83,50,100,1.86
562,Slave Lake,CA,2020-05-29 04:21:07,55.28,-114.77,57.2,58,75,3.36
563,Nizhniy Kuranakh,RU,2020-05-29 04:21:07,58.84,125.49,48.96,50,83,8.97
564,Bhanpuri,IN,2020-05-29 04:22:31,21.1,80.92,102.79,23,29,10.71
565,Ternate,ID,2020-05-29 04:22:31,0.8,127.4,87.42,64,88,3.31
566,Daloa,CI,2020-05-29 04:22:31,6.88,-6.45,73.17,99,100,3.27
567,Udachnyy,RU,2020-05-29 04:22:31,66.42,112.4,32.0,65,90,8.95
568,Kouroussa,GN,2020-05-29 04:22:32,10.65,-9.88,77.41,77,96,2.75
569,Los Llanos De Aridane,ES,2020-05-29 04:22:32,28.66,-17.92,68.0,77,40,10.29
570,Berlevag,NO,2020-05-29 04:22:32,70.86,29.09,41.0,86,75,10.29
571,Chapais,CA,2020-05-29 04:22:32,49.78,-74.85,68.0,82,90,16.11
572,Sanchursk,RU,2020-05-29 04:22:32,56.94,47.25,60.12,71,0,2.15
573,Yekaterinoslavka,RU,2020-05-29 04:22:32,50.37,129.11,78.13,37,64,15.3
574,La Ronge,CA,2020-05-29 04:22:32,55.1,-105.28,41.0,86,20,4.85
575,Akalkot,IN,2020-05-29 04:22:32,17.53,76.22,93.6,34,0,18.63
576,Yatou,CN,2020-05-29 04:22:33,37.15,122.38,70.5,50,78,17.34
577,Rawlins,US,2020-05-29 04:20:11,41.79,-107.24,59.0,67,1,5.82
578,Seddon,AU,2020-05-29 04:22:33,-37.81,144.89,64.0,72,75,12.75
579,Nantucket,US,2020-05-29 04:19:21,41.28,-70.1,62.01,93,75,12.75
580,Dikson,RU,2020-05-29 04:19:53,73.51,80.55,32.18,99,100,9.33
581,Tiznit,MA,2020-05-29 04:22:33,29.58,-9.5,67.39,67,4,1.57
582,Skibbereen,IE,2020-05-29 04:22:33,51.55,-9.27,53.6,81,100,12.75
583,Mehamn,NO,2020-05-29 04:22:34,71.04,27.85,41.0,86,75,10.29
